"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 29, 2018","286.30","292.70","294.35","285.30","4.00M","-2.85%"
"Aug 28, 2018","294.70","295.00","299.75","290.25","5.51M","0.53%"
"Aug 27, 2018","293.15","291.00","295.45","289.45","2.25M","0.74%"
"Aug 24, 2018","291.00","287.85","293.60","287.80","2.71M","0.67%"
"Aug 23, 2018","289.05","291.70","293.75","287.15","2.52M","-0.81%"
"Aug 21, 2018","291.40","286.15","292.60","285.00","9.14M","2.59%"
"Aug 20, 2018","284.05","283.50","290.70","281.75","3.93M","0.94%"
"Aug 17, 2018","281.40","285.00","286.60","281.00","2.10M","-0.46%"
"Aug 16, 2018","282.70","280.00","286.30","280.00","5.18M","0.02%"
"Aug 14, 2018","282.65","280.00","283.85","277.00","4.63M","1.29%"
"Aug 13, 2018","279.05","280.00","284.65","276.00","11.14M","1.18%"
"Aug 10, 2018","275.80","279.00","279.70","272.50","3.77M","-1.54%"
"Aug 09, 2018","280.10","278.35","284.00","276.00","2.93M","1.49%"
"Aug 08, 2018","276.00","275.50","279.45","274.75","2.52M","0.22%"
"Aug 07, 2018","275.40","283.15","288.75","273.05","7.45M","-2.74%"
"Aug 06, 2018","283.15","278.85","285.60","278.25","3.48M","1.40%"
"Aug 03, 2018","279.25","274.00","282.35","273.65","4.09M","2.08%"
"Aug 02, 2018","273.55","274.50","274.95","271.15","4.96M","1.07%"
"Aug 01, 2018","270.65","262.00","272.20","261.60","5.61M","3.66%"
"Jul 31, 2018","261.10","263.80","264.05","260.35","2.74M","-0.53%"
"Jul 30, 2018","262.50","262.90","266.60","261.40","2.94M","0.13%"
"Jul 27, 2018","262.15","266.40","266.90","259.65","1.89M","-1.11%"
"Jul 26, 2018","265.10","264.65","266.70","263.05","5.07M","0.17%"
"Jul 25, 2018","264.65","266.20","266.50","262.50","1.74M","-0.75%"
"Jul 24, 2018","266.65","263.00","267.40","262.10","1.79M","1.89%"
"Jul 23, 2018","261.70","262.50","266.25","261.20","1.63M","-0.68%"
"Jul 20, 2018","263.50","261.70","264.90","258.60","1.74M","0.88%"
"Jul 19, 2018","261.20","262.50","263.95","260.00","2.03M","-0.36%"
"Jul 18, 2018","262.15","266.00","268.50","259.95","4.11M","-0.98%"
"Jul 17, 2018","264.75","261.50","266.80","261.25","2.60M","1.38%"
"Jul 16, 2018","261.15","267.70","268.00","260.10","1.57M","-2.48%"
"Jul 13, 2018","267.80","266.80","270.65","266.30","3.57M","0.96%"
"Jul 12, 2018","265.25","267.00","271.25","264.85","3.82M","0.17%"
"Jul 11, 2018","264.80","277.00","277.90","263.75","4.36M","-4.90%"
"Jul 10, 2018","278.45","271.25","279.70","270.55","3.00M","2.69%"
"Jul 09, 2018","271.15","272.25","274.20","269.00","2.20M","-0.02%"
"Jul 06, 2018","271.20","270.00","271.95","267.20","2.71M","0.33%"
"Jul 05, 2018","270.30","264.50","271.75","260.50","3.04M","2.25%"
"Jul 04, 2018","264.35","261.05","266.95","259.60","3.03M","1.34%"
"Jul 03, 2018","260.85","262.50","262.70","259.30","2.69M","0.12%"
"Jul 02, 2018","260.55","263.15","264.00","258.60","4.88M","-1.44%"
"Jun 29, 2018","264.35","259.00","265.20","259.00","1.96M","1.42%"
"Jun 28, 2018","260.65","266.85","266.85","258.65","4.38M","-1.97%"
"Jun 27, 2018","265.90","265.00","267.95","260.85","4.72M","0.28%"
"Jun 26, 2018","265.15","258.30","270.20","258.20","10.47M","2.37%"
"Jun 25, 2018","259.00","264.00","265.75","257.40","4.32M","-2.21%"
"Jun 22, 2018","264.85","267.10","267.70","263.05","2.53M","-1.06%"
"Jun 21, 2018","267.70","270.70","272.90","266.30","2.51M","-1.07%"
"Jun 20, 2018","270.60","273.10","274.00","267.45","3.01M","-0.86%"
"Jun 19, 2018","272.95","272.35","275.40","271.30","1.99M","-0.46%"
"Jun 18, 2018","274.20","279.00","279.05","271.20","2.11M","-1.74%"
"Jun 15, 2018","279.05","286.50","286.50","277.50","4.28M","-1.47%"
"Jun 14, 2018","283.20","283.80","286.95","278.30","1.54M","-0.28%"
"Jun 13, 2018","284.00","284.10","287.70","283.65","2.55M","0.16%"
"Jun 12, 2018","283.55","287.90","289.80","283.00","2.08M","-1.51%"
"Jun 11, 2018","287.90","290.00","294.45","286.15","1.75M","-0.69%"
"Jun 08, 2018","289.90","288.70","293.60","287.00","2.04M","0.35%"
"Jun 07, 2018","288.90","289.00","291.00","287.30","2.39M","-0.60%"
"Jun 06, 2018","290.65","285.55","292.25","284.45","5.63M","1.89%"
"Jun 05, 2018","285.25","293.90","294.75","283.75","2.31M","-2.51%"
"Jun 04, 2018","292.60","295.20","297.85","291.40","1.56M","-0.70%"
"Jun 01, 2018","294.65","293.00","299.70","290.10","3.03M","-0.54%"
"May 31, 2018","296.25","292.10","303.45","290.00","11.80M","2.49%"
"May 30, 2018","289.05","281.00","292.50","277.65","9.09M","2.37%"
"May 29, 2018","282.35","286.35","287.00","276.50","5.93M","-0.86%"
"May 28, 2018","284.80","277.00","287.80","276.70","3.11M","3.34%"
"May 25, 2018","275.60","280.10","283.30","272.55","4.27M","-1.61%"
